alignment,cluster,count,minutes_low_mean,lowest_glucose_mean
window_start,1,119,43.5155462184874,58.99159663865546
window_start,2,953,65.14190276320392,58.9401888772298
window_start,3,188,40.317198581560284,60.71808510638298
